act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf,misstate
8.953945057827786,6.398860281484325,9.929488389164076,4.750143893916237,5.407738520815369,6.494210411655082,5.510571441791867,5.582082861682961,6.397253955634832,8.432908159744585,3.3751958472264847,2.527900528726742,5.669362317263011,7.076313825221392,5.912000515929049,8.781815335722735,6.599210383151021,-5.89876575466176,7.751455156385376,3.85760772713752,6.511843897045308,4.217075773831146,9.90865577424093,0.3148615971224428,0.2697622601712153,1.5442110069065031,4.014140587239509,4.39420221060401,0.021550209894714914,0.1929598416612076,0.03010387167716654,0.14663789266990776,0.5563538352772277,0.8596661626585071,0.6281186440579475,0.1274838290417415,0.6931471805599453,0.05012179984324247,0.6352380128049823,0.5791789019567504,-0.14494680669748589,-0.5314583724785099,1
8.953945057827786,5.616476158031881,9.20087247291969,7.544482375543426,6.311332620801473,9.123378113054072,3.1685901051100593,6.104938196448845,7.693551355816143,7.627687978723398,2.9881977038749596,7.021998257557833,5.103121334314898,0.1158921828597883,1.9119011349829047,5.485559702931819,6.876810419484437,1.4431160199406687,5.794276991909399,0.0,-1.9322744898703128,6.9507343931861465,6.1353422509289945,5.830060252733426,0.11560304070328521,5.003224068445967,3.415728131767406,2.5920604254278197,-0.05110630511225055,-0.0010737268309546355,0.059244298503560604,-0.032968129806697194,0.601121044065394,0.4301510226390171,0.11772608921835077,0.30124085255801797,0.6846442939320254,0.4966380929498719,0.680009887679377,0.31988333471896424,-0.04798503781337772,0.021632132524906256,1
8.953945057827786,6.3450377914134695,9.199671182821218,5.804875035188163,6.483080168734561,9.407487175940396,5.589808739062539,3.417376078110448,0.5807104860789045,7.2779146074783565,4.1932560081468795,-0.10619791832304903,7.6302762553695445,0.44552356104416874,0.0,8.781815335722735,9.098409713693886,-4.289115011583636,9.575904461953277,0.0,7.89543559374537,5.004709281429498,9.90865577424093,4.662456839548168,5.299783678093841,5.0290001287656265,0.0,1.1247017811043383,0.20626853843354404,-0.021794294012632665,0.20974799010110215,0.12007262578067474,0.6449673098399776,0.3905642328560245,-0.024887165435271825,0.046444999092073246,0.6931471805599453,1.2494508646443698,0.6540445599468272,0.2051485586862713,0.11802576338103778,-0.031056334401219993,1
8.52699201338764,6.271872198419794,10.142059768322268,9.03725618857527,4.5451832582048475,9.556958111350951,5.243510132828189,7.2086634332938315,5.284736310193104,3.8081108100519208,4.143029937466504,-5.72283684822416,4.258704226524153,5.944060856182079,0.23925651033570325,7.508513157857558,9.697048697626682,7.049900466128567,9.253529245762472,0.0,7.7929708494356325,7.7671827755962095,9.90865577424093,5.276015985090087,0.2353466850825911,5.1143112164765006,6.321231496308456,2.6775108197217974,-0.048708156653209,0.3917947704357255,0.03686923134750518,0.0055416193678146765,0.6495626511242772,-0.27761121042616255,-0.05985374303137039,-0.04080059683769241,0.6931471805599453,0.0946435656064541,0.6809687668258988,-0.3474518719083878,0.0919727619251391,-0.05968398301456993,1
4.513393486077771,1.6512804652176074,5.130925608929284,8.710540693866033,5.912780096049801,7.1013154634569755,4.386710865248978,0.3656600381667334,0.0,4.057422002426855,2.9207230441780943,-0.17175158547117242,2.522220148529029,0.022054784623426683,0.12091658646619843,8.781815335722735,8.033680183172738,5.780011485029527,4.315786387958978,3.516629237151698,-2.5702556939713737,4.4507952260651304,3.223691022350036,4.346515984602584,2.7434008773075083,5.035636892804346,0.03532477596683156,2.3620396943911763,-0.21211112887540534,0.23358864707202076,0.13048498227431865,0.12603482154922283,0.47856873743578243,0.19029120246991604,0.055815721291875314,-0.013119350530414102,0.6892603115354906,0.17204302922617543,0.6890143624336076,0.11449672618824694,0.06542311950139398,-0.6551135601620457,1
0.9964613158592361,4.917027599110996,4.881496969041943,3.923162492486095,4.194757138262549,0.7852715616939356,3.035313540375053,0.792667161810295,0.3998215733624165,0.2692161613862792,0.04835783958526396,-1.0827541978479616,6.553504656333338,0.6258812042374088,3.648239280291534,1.8328530280776572,5.971332687908721,7.049900466128567,1.2285639514227102,2.7497599645396567,-1.932108631620787,0.8520157918843015,0.0,0.6810697164123164,0.0,5.744376724246756,0.0,1.8357743323337719,0.15667525627099715,-0.14387110682595294,0.14457372144220654,0.0011236941601290701,0.5731450784262367,1.3124278285573663,-0.06382497924104757,-0.05684278496781176,0.687679451795148,0.16744183439659932,0.2976193560020005,-0.31313148397372637,-0.31834661433117406,0.031462732324173216,1
5.408744557523672,7.438320021079359,6.302118656922581,5.68645752868963,4.509018296051855,9.220758345705436,3.754816207493107,7.303084984439851,2.438113444316912,6.4417717435497375,3.4871360244546428,5.625281956025995,2.119210091306668,0.05133169401390471,6.632439784223426,8.681997378885038,7.717674998088314,3.4758990920438824,6.120384934543879,0.0,8.06618715458955,4.8964293473516625,9.701073122715892,5.066100650040233,0.22764393711922568,5.895041079080513,5.407839069794489,1.6928121204095203,0.001531186851215703,0.7655065761384519,-0.00907854137045715,0.008927477571818155,0.6354752882585963,0.10574303433763385,0.27140044760643617,-0.10845689852062024,0.6877990771355018,1.4257105705514457,0.6234792565355811,0.2798377302693543,-0.22802993212694578,-0.034012459708364445,1
4.893902195703743,4.787455417588795,10.142059768322268,7.002212863166058,5.4906282643626465,4.619570524783129,3.768232180610957,5.414494179481121,4.454344795698016,4.233005520174629,6.582235548827158,4.718618796712166,7.700912034417341,0.0,0.05249638386995488,8.7555463905897,4.693505488163671,5.7391728081716105,7.5949572086938835,0.015375772747862046,8.623059387196308,6.705666838744566,9.90865577424093,4.310775150752411,5.0527364396017065,2.481071392965462,3.53015108304262,4.39420221060401,-0.03209058657819192,-0.11688892717068561,-0.057806599645497024,-0.20050677220928703,0.6669325312904516,-0.023818112123460827,-0.03419211835826031,-0.16980539156114016,0.6882177823058917,0.30104109132538714,0.8645643416611951,0.30002784690562223,0.07259002363854197,-0.5163478161705166,1
1.4190035793118783,1.2217454165473218,3.1770204071033277,6.705861612108816,0.0,0.1989012433855708,3.5308632725907625,2.1761549062652126,0.0,0.6321272388724465,0.6997989925085178,-5.096830918884647,4.031603178482048,0.259215692544232,0.0088373246402358,6.482383867310723,1.3417858136163991,6.064911972592281,1.3626141083086531,0.0,-1.8920842176034598,6.948419532984095,0.0,2.173139325842035,0.5299407399047888,1.7841538006466833,0.0,2.3959707333871143,0.06356840555139892,0.08875937082023458,-0.00780131749107805,0.0028629277839614486,0.6184966392381055,-0.12433374863002267,0.06659540397226828,-0.0025940247268062206,0.6931471805599453,0.17274529188879553,1.1414290764901995,0.029055175306075376,0.07949368698376334,-0.2709794396065042,1
8.953945057827786,7.598920496750759,10.142059768322268,9.03725618857527,6.422036572363556,9.556958111350951,5.282755324181538,7.461405191891296,7.273828205282715,6.896226796840838,5.375166139646238,6.9780309934817435,7.134740570903647,0.28388887098169335,0.0,8.619933501755913,8.516588991583806,6.956011944145692,7.985398963526099,0.0,6.907033556179204,8.040705391700847,8.777205797339146,5.172705143277339,0.0,3.1356664573965443,6.321231496308456,4.39420221060401,0.05750174610623383,0.05841452389774343,-0.012794431042275328,0.017784000482511452,0.5188571590534081,-0.4459262756282357,1.344180852829411,0.03732960165071484,0.6889725754328988,0.46009457440002155,0.6395077750447952,0.24228584998709068,0.12382646087346821,-0.2980926415882355,1
3.8669474549706733,4.5070989020399015,6.139172660981844,1.268377846393924,0.7939085809903711,4.519401015686514,1.7457055382104252,2.2309394177051165,0.44237968664818866,2.73248589361879,0.11787004055097461,5.092219328423245,0.0,5.529729573482564,0.0,1.1602929050009707,1.0913970735044085,-5.574502813372366,5.126127027667277,0.0,0.9257989421320203,0.7941531639064179,6.273422000782086,1.5920290582793342,0.05403874202615827,0.46609343968686884,1.3242801067364227,3.199498399062918,-0.22467811396438866,0.17934183264798606,0.2895100484211233,0.027909015480697304,0.6133047953088501,0.7668307494496192,-0.6149915893154247,0.36438521490716397,0.6931471805599453,0.2156447083372049,0.606916655436501,0.38926747365605285,0.20348270294944176,-0.06702381230953575,1
8.884284296874121,3.0707033876193517,9.424552311439756,8.827752725595301,6.013046759071415,5.187287682422395,5.682133505372268,1.0717109115304426,5.747730800120861,3.1801169955436848,4.856606885291667,-0.1872761748709324,5.773049693234813,7.076313825221392,6.341332329333436,8.781815335722735,8.376899591531863,0.7972965300781856,5.888083741495752,0.0,4.099043079674437,4.658278404599287,6.509658191914645,1.2254178358801004,0.0,2.1462414612684526,2.4138072372740735,3.8240491398219154,-0.01723421681582318,-0.23833806111850847,0.10345044556908492,-0.051430688050099135,0.5027026547279817,0.1732350522419911,-1.5004666963306938,0.21677040741244746,0.6863082383736467,0.4197417532777383,0.9858388786402731,0.11440832069953574,0.3614523359390633,-0.38066729457545734,1
8.951213126265898,7.19431529090871,9.349796495608713,6.599342895000789,5.480928089111159,9.556958111350951,4.630990084894312,7.5720403265701215,7.693551355816143,8.732465416161421,6.69789908093704,-5.72283684822416,5.9017469678219285,0.3578930833458601,0.0,8.32874382470391,8.679461743153475,-5.89876575466176,9.899932532935448,0.0,6.572334014392784,6.118482933864261,9.771862588439628,5.748269101276065,5.947325494729118,5.473497667259587,6.2454145157202685,1.020212636857099,0.03876487334953291,0.10154912193092247,0.07535670987551354,-0.008630076897883834,0.49318386150091964,-0.0008075355711778878,-0.4011134187369278,0.05494632440324801,0.6931471805599453,1.1471247467088213,0.896785647677409,0.5791789019567504,0.020259869676119126,-0.3979972679940913,1
